strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count	base_strain	lookup_strain	gisaid_query_strain	decorated_name	match_type	matched_existing_strain	autofilled	repo_match_type	repo_header	repo_strain	repo_matched	repo_aa_length	gisaid_match_type	gisaid_header	gisaid_matched_strain	gisaid_matched	gisaid_aa_length	total_measurement_count	public_lookup_strain	public_status	public_matched_title	public_matched_ha_record	public_note	public_aa_length	gisaid_selected_isolate_id	gisaid_selected_passage	gisaid_selected_lab	gisaid_selection_reason	gisaid_selection_review_flag
A/BELGRADE/2114/2014	A_BELGRADE_2114_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_only	11	0	A/BELGRADE/2114/2014	A/BELGRADE/2114/2014	A/BELGRADE/2114/2014	False			False	repo_exact	A_BELGRADE_2114_2014	A/BELGRADE/2114/2014	True	328.0				False		11	A/BELGRADE/2114/2014										False
A/BELGRADE/2668/2014	A_BELGRADE_2668_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_only	10	0	A/BELGRADE/2668/2014	A/BELGRADE/2668/2014	A/BELGRADE/2668/2014	False			False	repo_exact	A_BELGRADE_2668_2014	A/BELGRADE/2668/2014	True	328.0				False		10	A/BELGRADE/2668/2014										False
A/BELGRADE/449/2012	EPI_ISL_128021	A	H3N2	2012.0	GISAID	virus_only	10	0	A/BELGRADE/449/2012	A/BELGRADE/449/2012	A/BELGRADE/449/2012	False			False				False		canonical_isolate_id	EPI_ISL_128021|A/Belgrade/449/2012|2012-02-02|C1/SIAT1|2012-02-02|Institute_of_Immunology_and_Virology_Torlak	A/BELGRADE/449/2012	True	566	10	A/BELGRADE/449/2012						EPI_ISL_128021	C1/SIAT1	Institute_of_Immunology_and_Virology_Torlak	single_isolate_id	False
A/BELGRADE/529/2014		A	H3N2	2014.0		virus_only	9	0	A/BELGRADE/529/2014	A/BELGRADE/529/2014	A/BELGRADE/529/2014	False			False				False					False		9	A/BELGRADE/529/2014	no_public_match									False
A/BELGRADE/648/2013	A_BELGRADE_648_2013	A	H3N2	2013.0	PAPER_REPO_HA1	virus_only	6	0	A/BELGRADE/648/2013	A/BELGRADE/648/2013	A/BELGRADE/648/2013	False			False	repo_exact	A_BELGRADE_648_2013	A/BELGRADE/648/2013	True	328.0				False		6	A/BELGRADE/648/2013										False
A/BELGRADE/649/2013		A	H3N2	2013.0		virus_only	6	0	A/BELGRADE/649/2013	A/BELGRADE/649/2013	A/BELGRADE/649/2013	False			False				False					False		6	A/BELGRADE/649/2013	no_public_match									False
A/BELGRADE/650/2013		A	H3N2	2013.0		virus_only	19	0	A/BELGRADE/650/2013	A/BELGRADE/650/2013	A/BELGRADE/650/2013	False			False				False					False		19	A/BELGRADE/650/2013	no_public_match									False
A/BELGRADE/6881/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/6881/2003	A/BELGRADE/6881/2003	A/BELGRADE/6881/2003	False			False				False					False		7	A/BELGRADE/6881/2003	no_public_match									False
A/BELGRADE/6883/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/6883/2003	A/BELGRADE/6883/2003	A/BELGRADE/6883/2003	False			False				False					False		7	A/BELGRADE/6883/2003	no_public_match									False
A/BELGRADE/6885/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/6885/2003	A/BELGRADE/6885/2003	A/BELGRADE/6885/2003	False			False				False					False		7	A/BELGRADE/6885/2003	no_public_match									False
A/BELGRADE/6889/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/6889/2003	A/BELGRADE/6889/2003	A/BELGRADE/6889/2003	False			False				False					False		7	A/BELGRADE/6889/2003	no_public_match									False
A/BELGRADE/6890/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/6890/2003	A/BELGRADE/6890/2003	A/BELGRADE/6890/2003	False			False				False					False		7	A/BELGRADE/6890/2003	no_public_match									False
A/BELGRADE/7058/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/7058/2003	A/BELGRADE/7058/2003	A/BELGRADE/7058/2003	False			False				False					False		7	A/BELGRADE/7058/2003	no_public_match									False
A/BELGRADE/7103/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/7103/2003	A/BELGRADE/7103/2003	A/BELGRADE/7103/2003	False			False				False					False		7	A/BELGRADE/7103/2003	no_public_match									False
A/BELGRADE/7108/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/7108/2003	A/BELGRADE/7108/2003	A/BELGRADE/7108/2003	False			False				False					False		7	A/BELGRADE/7108/2003	no_public_match									False
A/BELGRADE/7137/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/7137/2003	A/BELGRADE/7137/2003	A/BELGRADE/7137/2003	False			False				False					False		7	A/BELGRADE/7137/2003	no_public_match									False
A/BELGRADE/7178/2003	A_BELGRADE_7178_2003	A	H3N2	2003.0	PAPER_REPO_HA1	virus_only	7	0	A/BELGRADE/7178/2003	A/BELGRADE/7178/2003	A/BELGRADE/7178/2003	False			False	repo_exact	A_BELGRADE_7178_2003	A/BELGRADE/7178/2003	True	328.0				False		7	A/BELGRADE/7178/2003										False
A/BELGRADE/7220/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/7220/2003	A/BELGRADE/7220/2003	A/BELGRADE/7220/2003	False			False				False					False		7	A/BELGRADE/7220/2003	no_public_match									False
A/BELGRADE/7222/2003		A	H3N2	2003.0		virus_only	7	0	A/BELGRADE/7222/2003	A/BELGRADE/7222/2003	A/BELGRADE/7222/2003	False			False				False					False		7	A/BELGRADE/7222/2003	no_public_match									False
A/BELGRADE/898/2012	EPI_ISL_128022	A	H3N2	2012.0	GISAID	virus_only	10	0	A/BELGRADE/898/2012	A/BELGRADE/898/2012	A/BELGRADE/898/2012	False			False				False		canonical_isolate_id	EPI_ISL_128022|A/Belgrade/898/2012|2012-03-06|C1/SIAT1|2012-03-06|Institute_of_Immunology_and_Virology_Torlak	A/BELGRADE/898/2012	True	566	10	A/BELGRADE/898/2012						EPI_ISL_128022	C1/SIAT1	Institute_of_Immunology_and_Virology_Torlak	single_isolate_id	False
A/BEOGRAD/1549/2012	EPI_ISL_128023	A	H3N2	2012.0	GISAID	virus_only	10	0	A/BEOGRAD/1549/2012	A/BEOGRAD/1549/2012	A/BEOGRAD/1549/2012	False			False				False		canonical_isolate_id	EPI_ISL_128023|A/Beograd/1549/2012|2012-04-02|C1/SIAT1|2012-04-02|Institute_of_Immunology_and_Virology_Torlak	A/BEOGRAD/1549/2012	True	566	10	A/BEOGRAD/1549/2012						EPI_ISL_128023	C1/SIAT1	Institute_of_Immunology_and_Virology_Torlak	single_isolate_id	False
A/BEOGRAD/1607/2012	EPI_ISL_128024	A	H3N2	2012.0	GISAID	virus_only	10	0	A/BEOGRAD/1607/2012	A/BEOGRAD/1607/2012	A/BEOGRAD/1607/2012	False			False				False		canonical_isolate_id	EPI_ISL_128024|A/Beograd/1607/2012|2012-04-04|C1/SIAT1|2012-04-04|Institute_of_Immunology_and_Virology_Torlak	A/BEOGRAD/1607/2012	True	566	10	A/BEOGRAD/1607/2012						EPI_ISL_128024	C1/SIAT1	Institute_of_Immunology_and_Virology_Torlak	single_isolate_id	False
A/BERGEN/1/1992		A	H3N2	1992.0		virus_only	7	0	A/BERGEN/1/1992	A/BERGEN/1/1992	A/BERGEN/1/1992	False			False				False					False		7	A/BERGEN/1/1992	no_public_match									False
A/BERGEN/1/1997		A	H3N2	1997.0		virus_only	5	0	A/BERGEN/1/1997	A/BERGEN/1/1997	A/BERGEN/1/1997	False			False				False					False		5	A/BERGEN/1/1997	no_public_match									False
A/BERGEN/1/1999		A	H3N2	1999.0		virus_only	6	0	A/BERGEN/1/1999	A/BERGEN/1/1999	A/BERGEN/1/1999	False			False				False					False		6	A/BERGEN/1/1999	no_public_match									False
A/BERGEN/2/1992		A	H3N2	1992.0		virus_only	7	0	A/BERGEN/2/1992	A/BERGEN/2/1992	A/BERGEN/2/1992	False			False				False					False		7	A/BERGEN/2/1992	no_public_match									False
A/BERGEN/2/1997		A	H3N2	1997.0		virus_only	5	0	A/BERGEN/2/1997	A/BERGEN/2/1997	A/BERGEN/2/1997	False			False				False					False		5	A/BERGEN/2/1997	no_public_match									False
A/BERGEN/2/1999		A	H3N2	1999.0		virus_only	5	0	A/BERGEN/2/1999	A/BERGEN/2/1999	A/BERGEN/2/1999	False			False				False					False		5	A/BERGEN/2/1999	no_public_match									False
A/BERGEN/3/1997		A	H3N2	1997.0		virus_only	5	0	A/BERGEN/3/1997	A/BERGEN/3/1997	A/BERGEN/3/1997	False			False				False					False		5	A/BERGEN/3/1997	no_public_match									False
A/BERLIN/1/1990		A	H3N2	1990.0		virus_only	7	0	A/BERLIN/1/1990	A/BERLIN/1/1990	A/BERLIN/1/1990	False			False				False					False		7	A/BERLIN/1/1990	no_public_match									False
A/BERLIN/1/1992		A	H3N2	1992.0		virus_only	8	0	A/BERLIN/1/1992	A/BERLIN/1/1992	A/BERLIN/1/1992	False			False				False					False		8	A/BERLIN/1/1992	no_public_match									False
A/BERLIN/1/1995	A_BERLIN_1_1995	A	H3N2	1995.0	PAPER_REPO_HA1	virus_only	5	0	A/BERLIN/1/1995	A/BERLIN/1/1995	A/BERLIN/1/1995	False			False	repo_exact	A_BERLIN_1_1995	A/BERLIN/1/1995	True	328.0				False		5	A/BERLIN/1/1995										False
A/BERLIN/1/1997		A	H3N2	1997.0		virus_only	5	0	A/BERLIN/1/1997	A/BERLIN/1/1997	A/BERLIN/1/1997	False			False				False					False		5	A/BERLIN/1/1997	no_public_match									False
A/BERLIN/1/2002		A	H3N2	2002.0		virus_only	8	0	A/BERLIN/1/2002	A/BERLIN/1/2002	A/BERLIN/1/2002	False			False				False					False		8	A/BERLIN/1/2002	no_public_match									False
A/BERLIN/1/2003	A_BERLIN_1_2003	A	H3N2	2003.0	PAPER_REPO_HA1	virus_only	6	0	A/BERLIN/1/2003	A/BERLIN/1/2003	A/BERLIN/1/2003	False			False	repo_exact	A_BERLIN_1_2003	A/BERLIN/1/2003	True	328.0				False		6	A/BERLIN/1/2003										False
A/BERLIN/1/2005		A	H3N2	2005.0		virus_only	9	0	A/BERLIN/1/2005	A/BERLIN/1/2005	A/BERLIN/1/2005	False			False				False					False		9	A/BERLIN/1/2005	ird_match									False
A/BERLIN/1/2007		A	H3N2	2007.0		virus_only	8	0	A/BERLIN/1/2007	A/BERLIN/1/2007	A/BERLIN/1/2007	False			False				False					False		8	A/BERLIN/1/2007	no_public_match									False
A/BERLIN/1/2012	A_BERLIN_1_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_only	9	0	A/BERLIN/1/2012	A/BERLIN/1/2012	A/BERLIN/1/2012	False			False	repo_exact	A_BERLIN_1_2012	A/BERLIN/1/2012	True	328.0				False		9	A/BERLIN/1/2012										False
A/BERLIN/1/2014		A	H3N2	2014.0		virus_only	9	0	A/BERLIN/1/2014	A/BERLIN/1/2014	A/BERLIN/1/2014	False			False				False					False		9	A/BERLIN/1/2014	no_public_match									False
A/BERLIN/1/2015	EPI_ISL_170631	A	H3N2	2015.0	GISAID	virus_only	10	0	A/BERLIN/1/2015	A/BERLIN/1/2015	A/BERLIN/1/2015	False			False				False		canonical_isolate_id	EPI_ISL_170631|A/Berlin/1/2015|2015-01-06|C2/SIAT1|2015-01-06|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/1/2015	True	566	10	A/BERLIN/1/2015						EPI_ISL_170631	C2/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	single_isolate_id	False
A/BERLIN/10/1997		A	H3N2	1997.0		virus_only	5	0	A/BERLIN/10/1997	A/BERLIN/10/1997	A/BERLIN/10/1997	False			False				False					False		5	A/BERLIN/10/1997	no_public_match									False
A/BERLIN/10/1999		A	H3N2	1999.0		virus_only	6	0	A/BERLIN/10/1999	A/BERLIN/10/1999	A/BERLIN/10/1999	False			False				False					False		6	A/BERLIN/10/1999	no_public_match									False
A/BERLIN/10/2003		A	H3N2	2003.0		virus_only	5	0	A/BERLIN/10/2003	A/BERLIN/10/2003	A/BERLIN/10/2003	False			False				False					False		5	A/BERLIN/10/2003	no_public_match									False
A/BERLIN/11/2003		A	H3N2	2003.0		virus_only	5	0	A/BERLIN/11/2003	A/BERLIN/11/2003	A/BERLIN/11/2003	False			False				False					False		5	A/BERLIN/11/2003	no_public_match									False
A/BERLIN/11/2006		A	H3N2	2006.0		virus_only	10	0	A/BERLIN/11/2006	A/BERLIN/11/2006	A/BERLIN/11/2006	False			False				False					False		10	A/BERLIN/11/2006	no_public_match									False
A/BERLIN/118/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/118/1999	A/BERLIN/118/1999	A/BERLIN/118/1999	False			False				False					False		5	A/BERLIN/118/1999	no_public_match									False
A/BERLIN/12/2006		A	H3N2	2006.0		virus_only	10	0	A/BERLIN/12/2006	A/BERLIN/12/2006	A/BERLIN/12/2006	False			False				False					False		10	A/BERLIN/12/2006	no_public_match									False
A/BERLIN/12/2007		A	H3N2	2007.0		virus_only	20	0	A/BERLIN/12/2007	A/BERLIN/12/2007	A/BERLIN/12/2007	False			False				False					False		20	A/BERLIN/12/2007	no_public_match									False
A/BERLIN/12/2014		A	H3N2	2014.0		virus_only	9	0	A/BERLIN/12/2014	A/BERLIN/12/2014	A/BERLIN/12/2014	False			False				False					False		9	A/BERLIN/12/2014	no_public_match									False
A/BERLIN/138/2000		A	H3N2	2000.0		virus_only	6	0	A/BERLIN/138/2000	A/BERLIN/138/2000	A/BERLIN/138/2000	False			False				False					False		6	A/BERLIN/138/2000	no_public_match									False
A/BERLIN/139/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/139/1999	A/BERLIN/139/1999	A/BERLIN/139/1999	False			False				False					False		5	A/BERLIN/139/1999	no_public_match									False
A/BERLIN/141/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/141/1999	A/BERLIN/141/1999	A/BERLIN/141/1999	False			False				False					False		5	A/BERLIN/141/1999	no_public_match									False
A/BERLIN/142/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/142/1999	A/BERLIN/142/1999	A/BERLIN/142/1999	False			False				False					False		5	A/BERLIN/142/1999	no_public_match									False
A/BERLIN/153/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/153/1999	A/BERLIN/153/1999	A/BERLIN/153/1999	False			False				False					False		5	A/BERLIN/153/1999	no_public_match									False
A/BERLIN/154/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/154/1999	A/BERLIN/154/1999	A/BERLIN/154/1999	False			False				False					False		5	A/BERLIN/154/1999	no_public_match									False
A/BERLIN/165/2012	EPI_ISL_141666	A	H3N2	2012.0	GISAID	virus_only	11	0	A/BERLIN/165/2012	A/BERLIN/165/2012	A/BERLIN/165/2012	False			False				False		canonical_isolate_id	EPI_ISL_134159|A/Berlin/165/2012|2012-12-05|C2/SIAT1|2012-12-05|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/165/2012	True	566	11	A/BERLIN/165/2012						EPI_ISL_134159	C2/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	identical_sequences	False
A/BERLIN/170/2012		A	H3N2	2012.0		virus_only	11	0	A/BERLIN/170/2012	A/BERLIN/170/2012	A/BERLIN/170/2012	False			False				False					False		11	A/BERLIN/170/2012	no_public_match									False
A/BERLIN/171/2012		A	H3N2	2012.0		virus_only	11	0	A/BERLIN/171/2012	A/BERLIN/171/2012	A/BERLIN/171/2012	False			False				False					False		11	A/BERLIN/171/2012	no_public_match									False
A/BERLIN/176/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/176/1999	A/BERLIN/176/1999	A/BERLIN/176/1999	False			False				False					False		5	A/BERLIN/176/1999	no_public_match									False
A/BERLIN/19/2007		A	H3N2	2007.0		virus_only	10	0	A/BERLIN/19/2007	A/BERLIN/19/2007	A/BERLIN/19/2007	False			False				False					False		10	A/BERLIN/19/2007	no_public_match									False
A/BERLIN/195/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/195/1999	A/BERLIN/195/1999	A/BERLIN/195/1999	False			False				False					False		5	A/BERLIN/195/1999	no_public_match									False
A/BERLIN/196/1999		A	H3N2	1999.0		virus_only	5	0	A/BERLIN/196/1999	A/BERLIN/196/1999	A/BERLIN/196/1999	False			False				False					False		5	A/BERLIN/196/1999	no_public_match									False
A/BERLIN/2/1990		A	H3N2	1990.0		virus_only	7	0	A/BERLIN/2/1990	A/BERLIN/2/1990	A/BERLIN/2/1990	False			False				False					False		7	A/BERLIN/2/1990	no_public_match									False
A/BERLIN/2/1992		A	H3N2	1992.0		virus_only	8	0	A/BERLIN/2/1992	A/BERLIN/2/1992	A/BERLIN/2/1992	False			False				False					False		8	A/BERLIN/2/1992	no_public_match									False
A/BERLIN/2/1998		A	H3N2	1998.0		virus_only	5	0	A/BERLIN/2/1998	A/BERLIN/2/1998	A/BERLIN/2/1998	False			False				False					False		5	A/BERLIN/2/1998	no_public_match									False
A/BERLIN/2/2012	A_BERLIN_2_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_only	9	0	A/BERLIN/2/2012	A/BERLIN/2/2012	A/BERLIN/2/2012	False			False	repo_exact	A_BERLIN_2_2012	A/BERLIN/2/2012	True	328.0				False		9	A/BERLIN/2/2012										False
A/BERLIN/2/2014		A	H3N2	2014.0		virus_only	9	0	A/BERLIN/2/2014	A/BERLIN/2/2014	A/BERLIN/2/2014	False			False				False					False		9	A/BERLIN/2/2014	no_public_match									False
A/BERLIN/20/2007	A_BERLIN_20_2007	A	H3N2	2007.0	PAPER_REPO_HA1	virus_only	30	0	A/BERLIN/20/2007	A/BERLIN/20/2007	A/BERLIN/20/2007	False			False	repo_exact	A_BERLIN_20_2007	A/BERLIN/20/2007	True	328.0				False		30	A/BERLIN/20/2007										False
A/BERLIN/20/2014	A_BERLIN_20_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_only	9	0	A/BERLIN/20/2014	A/BERLIN/20/2014	A/BERLIN/20/2014	False			False	repo_exact	A_BERLIN_20_2014	A/BERLIN/20/2014	True	328.0				False		9	A/BERLIN/20/2014										False
A/BERLIN/202/1999	A_BERLIN_202_1999	A	H3N2	1999.0	PAPER_REPO_HA1	virus_only	5	0	A/BERLIN/202/1999	A/BERLIN/202/1999	A/BERLIN/202/1999	False			False	repo_exact	A_BERLIN_202_1999	A/BERLIN/202/1999	True	328.0				False		5	A/BERLIN/202/1999										False
A/BERLIN/21/2020	EPI_ISL_426200	A	H3N2	2020.0	GISAID	virus_only	9	0	A/BERLIN/21/2020	A/BERLIN/21/2020	A/BERLIN/21/2020	False			False				False		canonical_isolate_id	EPI_ISL_413431|A/Berlin/21/2020|2020-01-28|Original|2020-01-28|Robert_Koch-Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/21/2020	True	566	9	A/BERLIN/21/2020						EPI_ISL_413431	Original	Robert_Koch-Institute_Nationales_Referenzzentrum_fur_Influenza	identical_sequences	False
A/BERLIN/215/2013	EPI_ISL_175533	A	H3N2	2013.0	GISAID	virus_only	9	0	A/BERLIN/215/2013	A/BERLIN/215/2013	A/BERLIN/215/2013	False			False				False		canonical_isolate_id	EPI_ISL_153706|A/Berlin/215/2013|2013-12-10|Cx|2013-12-10|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/215/2013	True	566	9	A/BERLIN/215/2013						EPI_ISL_153706	Cx	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	prefer_longest_sequence	False
A/BERLIN/216/2013		A	H3N2	2013.0		virus_only	9	0	A/BERLIN/216/2013	A/BERLIN/216/2013	A/BERLIN/216/2013	False			False				False					False		9	A/BERLIN/216/2013	no_public_match									False
A/BERLIN/22/2007		A	H3N2	2007.0		virus_only	10	0	A/BERLIN/22/2007	A/BERLIN/22/2007	A/BERLIN/22/2007	False			False				False					False		10	A/BERLIN/22/2007	no_public_match									False
A/BERLIN/23/2006		A	H3N2	2006.0		virus_only	8	0	A/BERLIN/23/2006	A/BERLIN/23/2006	A/BERLIN/23/2006	False			False				False					False		8	A/BERLIN/23/2006	no_public_match									False
A/BERLIN/23/2019	EPI_ISL_347126	A	H3N2	2019.0	GISAID	virus_only	8	0	A/BERLIN/23/2019	A/BERLIN/23/2019	A/BERLIN/23/2019	False			False				False		canonical_isolate_id	EPI_ISL_347126|A/Berlin/23/2019|2019-01-31|C1/SIAT1|2019-01-31|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/23/2019	True	566	8	A/BERLIN/23/2019						EPI_ISL_347126	C1/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	single_isolate_id	False
A/BERLIN/27/2003		A	H3N2	2003.0		virus_only	5	0	A/BERLIN/27/2003	A/BERLIN/27/2003	A/BERLIN/27/2003	False			False				False					False		5	A/BERLIN/27/2003	no_public_match									False
A/BERLIN/27/2016	EPI_ISL_218925	A	H3N2	2016.0	GISAID	virus_only	27	0	A/BERLIN/27/2016	A/BERLIN/27/2016	A/BERLIN/27/2016	False			False				False		canonical_isolate_id	EPI_ISL_218925|A/Berlin/27/2016|2016-01-23|C3/SIAT1|2016-01-23|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/27/2016	True	566	27	A/BERLIN/27/2016						EPI_ISL_218925	C3/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	prefer_longest_sequence	False
A/BERLIN/28/2016	EPI_ISL_218926	A	H3N2	2016.0	GISAID	virus_only	27	0	A/BERLIN/28/2016	A/BERLIN/28/2016	A/BERLIN/28/2016	False			False				False		canonical_isolate_id	EPI_ISL_218926|A/Berlin/28/2016|2016-01-28|C2/SIAT1|2016-01-28|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/28/2016	True	566	27	A/BERLIN/28/2016						EPI_ISL_218926	C2/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	prefer_longest_sequence	False
A/BERLIN/28/2019	EPI_ISL_355024	A	H3N2	2019.0	GISAID	virus_only	8	0	A/BERLIN/28/2019	A/BERLIN/28/2019	A/BERLIN/28/2019	False			False				False		canonical_isolate_id	EPI_ISL_355024|A/Berlin/28/2019|2019-02-11|C1/SIAT1|2019-02-11|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/28/2019	True	566	8	A/BERLIN/28/2019						EPI_ISL_355024	C1/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	single_isolate_id	False
A/BERLIN/3/1997		A	H3N2	1997.0		virus_only	5	0	A/BERLIN/3/1997	A/BERLIN/3/1997	A/BERLIN/3/1997	False			False				False					False		5	A/BERLIN/3/1997	no_public_match									False
A/BERLIN/3/2003		A	H3N2	2003.0		virus_only	5	0	A/BERLIN/3/2003	A/BERLIN/3/2003	A/BERLIN/3/2003	False			False				False					False		5	A/BERLIN/3/2003	no_public_match									False
A/BERLIN/3/2005		A	H3N2	2005.0		virus_only	9	0	A/BERLIN/3/2005	A/BERLIN/3/2005	A/BERLIN/3/2005	False			False				False					False		9	A/BERLIN/3/2005	no_public_match									False
A/BERLIN/3/2012	A_BERLIN_3_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_only	9	0	A/BERLIN/3/2012	A/BERLIN/3/2012	A/BERLIN/3/2012	False			False	repo_exact	A_BERLIN_3_2012	A/BERLIN/3/2012	True	328.0				False		9	A/BERLIN/3/2012										False
A/BERLIN/3/2014		A	H3N2	2014.0		virus_only	9	0	A/BERLIN/3/2014	A/BERLIN/3/2014	A/BERLIN/3/2014	False			False				False					False		9	A/BERLIN/3/2014	no_public_match									False
A/BERLIN/32/2006	EPI_ISL_22754	A	H3N2	2006.0	GISAID	virus_only	8	0	A/BERLIN/32/2006	A/BERLIN/32/2006	A/BERLIN/32/2006	False			False				False		canonical_isolate_id	EPI_ISL_22754|A/Berlin/32/2006|2006-01-01||2006-01-01|	A/BERLIN/32/2006	True	345	8	A/BERLIN/32/2006						EPI_ISL_22754			single_isolate_id	False
A/BERLIN/35/2003	A_BERLIN_35_2003	A	H3N2	2003.0	PAPER_REPO_HA1	virus_only	5	0	A/BERLIN/35/2003	A/BERLIN/35/2003	A/BERLIN/35/2003	False			False	repo_exact	A_BERLIN_35_2003	A/BERLIN/35/2003	True	328.0				False		5	A/BERLIN/35/2003										False
A/BERLIN/35/2004		A	H3N2	2004.0		virus_only	15	0	A/BERLIN/35/2004	A/BERLIN/35/2004	A/BERLIN/35/2004	False			False				False					False		15	A/BERLIN/35/2004	no_public_match									False
A/BERLIN/36/2004		A	H3N2	2004.0		virus_only	11	0	A/BERLIN/36/2004	A/BERLIN/36/2004	A/BERLIN/36/2004	False			False				False					False		11	A/BERLIN/36/2004	no_public_match									False
A/BERLIN/36/2006		A	H3N2	2006.0		virus_only	8	0	A/BERLIN/36/2006	A/BERLIN/36/2006	A/BERLIN/36/2006	False			False				False					False		8	A/BERLIN/36/2006	no_public_match									False
A/BERLIN/37/2004		A	H3N2	2004.0		virus_only	15	0	A/BERLIN/37/2004	A/BERLIN/37/2004	A/BERLIN/37/2004	False			False				False					False		15	A/BERLIN/37/2004	no_public_match									False
A/BERLIN/37/2006		A	H3N2	2006.0		virus_only	8	0	A/BERLIN/37/2006	A/BERLIN/37/2006	A/BERLIN/37/2006	False			False				False					False		8	A/BERLIN/37/2006	no_public_match									False
A/BERLIN/37/2019	EPI_ISL_355025	A	H3N2	2019.0	GISAID	virus_only	8	0	A/BERLIN/37/2019	A/BERLIN/37/2019	A/BERLIN/37/2019	False			False				False		canonical_isolate_id	EPI_ISL_355025|A/Berlin/37/2019|2019-02-21|C1/SIAT1|2019-02-21|Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	A/BERLIN/37/2019	True	566	8	A/BERLIN/37/2019						EPI_ISL_355025	C1/SIAT1	Robert_Koch_Institute_Nationales_Referenzzentrum_fur_Influenza	single_isolate_id	False
A/BERLIN/38/2003		A	H3N2	2003.0		virus_only	5	0	A/BERLIN/38/2003	A/BERLIN/38/2003	A/BERLIN/38/2003	False			False				False					False		5	A/BERLIN/38/2003	no_public_match									False
A/BERLIN/38/2004		A	H3N2	2004.0		virus_only	11	0	A/BERLIN/38/2004	A/BERLIN/38/2004	A/BERLIN/38/2004	False			False				False					False		11	A/BERLIN/38/2004	no_public_match									False
A/BERLIN/38/2006		A	H3N2	2006.0		virus_only	8	0	A/BERLIN/38/2006	A/BERLIN/38/2006	A/BERLIN/38/2006	False			False				False					False		8	A/BERLIN/38/2006	no_public_match									False
A/BERLIN/39/2003		A	H3N2	2003.0		virus_only	5	0	A/BERLIN/39/2003	A/BERLIN/39/2003	A/BERLIN/39/2003	False			False				False					False		5	A/BERLIN/39/2003	no_public_match									False
A/BERLIN/39/2004		A	H3N2	2004.0		virus_only	11	0	A/BERLIN/39/2004	A/BERLIN/39/2004	A/BERLIN/39/2004	False			False				False					False		11	A/BERLIN/39/2004	no_public_match									False
A/BERLIN/4/1996		A	H3N2	1996.0		virus_only	6	0	A/BERLIN/4/1996	A/BERLIN/4/1996	A/BERLIN/4/1996	False			False				False					False		6	A/BERLIN/4/1996	no_public_match									False
